Nr. factura,Data factura,Baza impozitare,Valoare TVA,An factura,Predictie,Diferenta
45091,2020-11-02,9.54,1.81,2020,11.356412799837127,-0.006412799837127281
45217,2020-11-02,119.9,22.78,2020,142.68615605657928,-0.0061560565792717625
45218,2020-11-02,15.77,3.0,2020,18.776398048094915,-0.006398048094915509
45295,2020-11-02,1487.2,282.57,2020,1769.7729758475616,-0.0029758475616290525
45297,2020-11-02,33.7,6.4,2020,40.1063566248222,-0.006356624822196011
45364,2020-11-02,32.69,6.21,2020,38.90635889489977,-0.006358894899769041
45384,2020-11-02,204.82,38.92,2020,243.74595833233516,-0.005958332335154637
45397,2020-11-02,91.69,17.42,2020,109.11622167192519,-0.006221671925189298
45443,2020-11-02,342.87,65.15,2020,408.025637233045,-0.005637233045035828
45445,2020-11-02,97.13,18.45,2020,115.586209169174,-0.006209169173999385
45600,2020-11-02,157.13,29.86,2020,186.9960692046301,-0.006069204630080094
45870,2020-11-02,1345.41,255.63,2020,1601.0433056204479,-0.003305620447918045
46024,2020-11-02,22.46,4.27,2020,26.736382534138272,-0.006382534138271723
44990,2020-11-04,18.18,3.45,2020,21.636392771332694,-0.006392771332695446
44998,2020-11-04,155.84,29.61,2020,185.45607240864956,-0.0060724086495724805
45026,2020-11-05,9.93,1.89,2020,11.826411647473837,-0.006411647473836268
45028,2020-11-05,82.77,15.73,2020,98.50624221861531,-0.006242218615312822
45040,2020-11-06,9.88,1.88,2020,11.766411784552304,-0.006411784552303956
45071,2020-11-07,138.65,26.34,2020,164.99611255152217,-0.006112551522164722
45078,2020-11-07,455.34,86.51,2020,541.8553760354956,-0.0053760354956011724
45079,2020-11-07,214.12,40.68,2020,254.80593699330245,-0.005936993302441351
45113,2020-11-09,861.83,163.75,2020,1025.5844303288454,-0.004430328845501208
45202,2020-11-13,3238.39,615.29,2020,3853.678903160481,0.0010968395190502633
45250,2020-11-16,80.12,15.22,2020,95.34624865226164,-0.006248652261632515
45255,2020-11-16,25.59,4.86,2020,30.456375449748602,-0.006375449748603046
45286,2020-11-18,22.66,4.31,2020,26.976381985824403,-0.0063819858244045236
45289,2020-11-18,27.31,5.19,2020,32.506371316308034,-0.00637131630803367
45313,2020-11-19,581.88,110.56,2020,692.4450814194428,-0.005081419442717561
45378,2020-11-22,53.93,10.25,2020,64.18630931169619,-0.006309311696185205
45396,2020-11-23,283.19,53.81,2020,337.005776070833,-0.005776070833007907
45402,2020-11-23,507.41,96.41,2020,603.8252546518494,-0.005254651849327274
45403,2020-11-23,130.79,24.85,2020,155.64613069105621,-0.006130691056227988
45429,2020-11-23,39.24,7.46,2020,46.70634343215786,-0.006343432157855489
45451,2020-11-24,75.64,14.37,2020,90.0162590220137,-0.006259022013693993
45478,2020-11-25,31.88,6.06,2020,37.946360616663476,-0.0063606166634784245
45590,2020-11-27,264.15,50.19,2020,314.3458204540964,-0.005820454096408412
45616,2020-11-28,145.8,27.7,2020,173.50609585959486,-0.006095859594864805
45725,2020-11-30,231.69,44.02,2020,275.7158960580872,-0.005896058087216716
45742,2020-11-30,179.16,34.04,2020,213.2060182039479,-0.0060182039479173
45769,2020-12-01,76.02,14.44,2020,90.46625822967108,-0.006258229671090021
45776,2020-12-01,693.33,131.73,2020,825.0648224362355,-0.004822436235599525
45794,2020-12-01,845.75,160.69,2020,1006.4444679274833,-0.004467927483233325
45815,2020-12-01,437.28,83.08,2020,520.3654179814749,-0.0054179814749204525
45816,2020-12-01,24.94,4.74,2020,29.686376816012462,-0.006376816012462427
45830,2020-12-01,1267.2,240.77,2020,1507.9734875264503,-0.0034875264502716163
46026,2020-12-01,1444.68,274.49,2020,1719.173074791027,-0.003074791026847379
45808,2020-12-03,103.95,19.75,2020,123.70619313251086,-0.006193132510858845
46106,2020-12-03,130.95,24.88,2020,155.8361303355564,-0.006130335556377986
45819,2020-12-04,616.44,117.12,2020,733.5650013054251,-0.005001305425139435
45831,2020-12-04,1321.47,251.08,2020,1572.55336135862,-0.003361358619940802
45837,2020-12-05,121.09,23.01,2020,144.10615312671672,-0.00615312671672541
45843,2020-12-05,29.24,5.56,2020,34.80636669028914,-0.006366690289141275
45844,2020-12-05,15.06,2.86,2020,17.926399911457914,-0.0063999114579118555
45848,2020-12-05,34.52,6.56,2020,41.086354543037814,-0.006354543037815574
45849,2020-12-05,25.25,4.8,2020,30.056376049277205,-0.006376049277204032
45850,2020-12-05,20.1,3.82,2020,23.92638808957825,-0.006388089578248213
45887,2020-12-05,66.88,12.71,2020,79.59627921320397,-0.006279213203967515
45893,2020-12-05,37.76,7.17,2020,44.93634724022676,-0.006347240226759254
46258,2020-12-05,1197.9,227.6,2020,1425.503648830027,-0.0036488300270320906
45861,2020-12-06,42.11,8.0,2020,50.11633697742497,-0.00633697742497219
45882,2020-12-07,114.23,21.7,2020,135.9361693561939,-0.006169356193879594
45883,2020-12-07,18.28,3.47,2020,21.756392497175757,-0.0063924971757565174
45941,2020-12-10,123.96,23.55,2020,147.51614667198382,-0.0061466719838279005
45947,2020-12-10,243.35,46.24,2020,289.5958687478583,-0.005868747858301049
45972,2020-12-11,278.72,52.96,2020,331.6857864963206,-0.005786496320581591
45976,2020-12-11,54.14,10.29,2020,64.43630881911785,-0.006308819117847975
46058,2020-12-14,136.44,25.92,2020,162.36611769572673,-0.006117695726715056
46078,2020-12-15,120.33,22.86,2020,143.1961551271582,-0.006155127158194773
46087,2020-12-15,1575.29,299.3,2020,1874.5927712618704,-0.0027712618705209024
46089,2020-12-15,256.89,48.81,2020,305.70583736444513,-0.005837364445142157
46090,2020-12-15,53.79,10.22,2020,64.01630977866714,-0.006309778667130672
46213,2020-12-15,54.62,10.38,2020,65.00630775261831,-0.006307752618312179
46258,2020-12-15,1181.54,224.49,2020,1406.0336869468506,-0.003686946850621098
46096,2020-12-16,418.99,79.61,2020,498.60546030856136,-0.005460308561339389
46098,2020-12-16,68.67,13.05,2020,81.72627505415603,-0.006275054156034798
46215,2020-12-21,318.31,60.48,2020,378.7956945046877,-0.005694504687653534
46225,2020-12-21,136.55,25.94,2020,162.49611747730535,-0.0061174773053380704
46251,2020-12-22,87.9,16.7,2020,104.60623048259939,-0.006230482599391962
46409,2020-12-29,1352.94,257.06,2020,1610.003288136178,-0.0032881361780709994
46487,2020-12-31,29.66,5.64,2020,35.3063657051325,-0.006365705132502342
